sorghum3,Pv1_jcvi
Sobic.010G110050,No Gene
Sobic.010G110100,Pavagv11026601m
Sobic.010G110200,No Gene
Sobic.010G110266,No Gene
Sobic.010G110332,No Gene
Sobic.010G110400,No Gene
Sobic.010G110500,No Gene
Sobic.010G110601,No Gene
Sobic.010G110700,No Gene
Sobic.010G110800,Pavagv11026596m
Sobic.010G110901,No Gene
Sobic.010G111000,No Gene
Sobic.010G111200,Pavagv11026609m
Sobic.010G111300,No Gene
Sobic.010G111400,No Gene
Sobic.010G111450,Pavagv11026614m
Sobic.010G111500,No Gene
Sobic.010G111700,No Gene
Sobic.010G111750,No Gene
Sobic.010G111800,Pavagv11026616m
Sobic.010G111900,Pavagv11026585m
Sobic.010G112000,Pavagv11026582m
Sobic.010G112100,Pavagv11026578m
Sobic.010G112200,Pavagv11026575m
Sobic.010G112300,Pavagv11026573m
Sobic.010G112401,No Gene
Sobic.010G112500,No Gene
Sobic.010G112600,Pavagv11026571m
Sobic.010G112700,Pavagv11026569m
Sobic.010G112800,Pavagv11026567m
Sobic.010G112900,No Gene
Sobic.010G113000,Pavagv11026556m
Sobic.010G113100,No Gene
Sobic.010G113150,No Gene
Sobic.010G113200,No Gene
Sobic.010G113300,No Gene
Sobic.010G113400,No Gene
Sobic.010G113500,No Gene
Sobic.010G113600,No Gene
Sobic.010G113700,No Gene
Sobic.010G113800,Pavagv11026551m
Sobic.010G113900,No Gene
Sobic.010G114000,No Gene
Sobic.010G114100,No Gene
Sobic.010G114200,No Gene
Sobic.010G114300,Pavagv11026550m
Sobic.010G114400,Pavagv11026549m
Sobic.010G114500,Pavagv11026547m
Sobic.010G114600,No Gene
Sobic.010G114700,Pavagv11026532m
Sobic.010G114800,No Gene
Sobic.010G114900,Pavagv11026531m
Sobic.010G115000,Pavagv11026529m
Sobic.010G115200,Pavagv11026526m
Sobic.010G115300,Pavagv11026516m
Sobic.010G115400,Pavagv11026514m
Sobic.010G115450,No Gene
Sobic.010G115500,No Gene
Sobic.010G115600,No Gene
Sobic.010G115700,Pavagv11026513m
Sobic.010G115800,Pavagv11026512m
Sobic.010G115900,No Gene
Sobic.010G116000,No Gene
Sobic.010G116100,No Gene
Sobic.010G116200,Pavagv11026511m
Sobic.010G116300,Pavagv11026507m
Sobic.010G116400,Pavagv11026506m
Sobic.010G116500,No Gene
Sobic.010G116550,No Gene
Sobic.010G116600,Pavagv11026502m
Sobic.010G116650,No Gene
Sobic.010G116700,No Gene
Sobic.010G116800,No Gene
Sobic.010G116900,Pavagv11026473m
Sobic.010G117000,No Gene
Sobic.010G117050,No Gene
Sobic.010G117100,No Gene
Sobic.010G117200,No Gene
Sobic.010G117300,No Gene
Sobic.010G117400,No Gene
Sobic.010G117450,No Gene
Sobic.010G117500,No Gene
Sobic.010G117600,No Gene
Sobic.010G117700,No Gene
Sobic.010G117800,No Gene
Sobic.010G117850,No Gene
Sobic.010G117900,No Gene
Sobic.010G118000,Pavagv11026494m
Sobic.010G118100,Pavagv11026492m
Sobic.010G118200,Pavagv11026491m
Sobic.010G118300,Pavagv11026486m
Sobic.010G118401,No Gene
Sobic.010G118500,No Gene
Sobic.010G118600,No Gene
Sobic.010G118550,No Gene
Sobic.010G118700,Pavagv11026481m
Sobic.010G118800,Pavagv11026480m
Sobic.010G118900,Pavagv11026479m
Sobic.010G118950,No Gene
Sobic.010G119000,No Gene
Sobic.010G119050,No Gene
Sobic.010G119100,No Gene
Sobic.010G119200,Pavagv11026476m
Sobic.010G119300,Pavagv11026472m
Sobic.010G119400,No Gene
Sobic.010G119500,No Gene
Sobic.010G119600,Pavagv11026469m
Sobic.010G119700,No Gene
Sobic.010G119800,No Gene
Sobic.010G119900,Pavagv11026468m
Sobic.010G120000,No Gene
Sobic.010G120100,No Gene
Sobic.010G120200,Pavagv11026449m
Sobic.010G120300,No Gene
Sobic.010G120350,No Gene
Sobic.010G120400,Pavagv11026441m
Sobic.010G120500,No Gene
Sobic.010G120600,Pavagv11026442m
Sobic.010G120700,Pavagv11026443m
Sobic.010G120800,Pavagv11026451m
Sobic.010G120900,No Gene
Sobic.010G121000,No Gene
Sobic.010G121100,Pavagv11026456m
Sobic.010G121200,No Gene
Sobic.010G121300,Pavagv11026457m
Sobic.010G121401,No Gene
Sobic.010G121500,Pavagv11026459m
Sobic.010G121600,Pavagv11026461m
Sobic.010G121700,Pavagv11026463m
Sobic.010G121800,No Gene
Sobic.010G121900,No Gene
Sobic.010G122000,Pavagv11026438m
Sobic.010G122100,Pavagv11026433m
Sobic.010G122200,Pavagv11026428m
Sobic.010G122300,No Gene
Sobic.010G122400,No Gene
Sobic.010G122533,No Gene
Sobic.010G122666,No Gene
Sobic.010G122800,Pavagv11026412m
Sobic.010G122900,Pavagv11026411m
Sobic.010G123000,No Gene
Sobic.010G123100,Pavagv11026408m
Sobic.010G123300,Pavagv11026407m
Sobic.010G123400,Pavagv11026404m
Sobic.010G123500,Pavagv11026402m
Sobic.010G123600,Pavagv11026398m
Sobic.010G123650,No Gene
Sobic.010G123700,Pavagv11026397m
Sobic.010G123750,No Gene
Sobic.010G123800,Pavagv11026394m
Sobic.010G123901,No Gene
Sobic.010G124001,No Gene
Sobic.010G124100,No Gene
Sobic.010G124133,No Gene
Sobic.010G124166,No Gene
Sobic.010G124200,No Gene
Sobic.010G124300,No Gene
Sobic.010G124400,No Gene
Sobic.010G124500,Pavagv11026392m
Sobic.010G124600,Pavagv11026385m
Sobic.010G124700,Pavagv11026291m
Sobic.010G124800,Pavagv11026292m
Sobic.010G124850,No Gene
Sobic.010G124900,Pavagv11026371m
Sobic.010G125000,Pavagv11026365m
Sobic.010G125100,Pavagv11026363m
Sobic.010G125200,Pavagv11026362m
Sobic.010G125300,No Gene
Sobic.010G125400,Pavagv11026359m
Sobic.010G125500,Pavagv11026358m
Sobic.010G125700,Pavagv11026348m
Sobic.010G125800,No Gene
Sobic.010G125833,No Gene
Sobic.010G125866,No Gene
Sobic.010G125900,No Gene
Sobic.010G126000,No Gene
Sobic.010G126100,Pavagv11026332m
Sobic.010G126200,No Gene
Sobic.010G126300,No Gene
Sobic.010G126400,Pavagv11026330m
Sobic.010G126500,No Gene
Sobic.010G126600,No Gene
Sobic.010G126700,Pavagv11026321m
Sobic.010G126800,Pavagv11026317m
Sobic.010G126900,Pavagv11026316m
Sobic.010G127100,No Gene
Sobic.010G127200,No Gene
Sobic.010G127300,No Gene
Sobic.010G127500,No Gene
Sobic.010G127550,No Gene
Sobic.010G127600,Pavagv11026305m
Sobic.010G127700,No Gene
Sobic.010G127800,No Gene
Sobic.010G127901,No Gene
Sobic.010G128000,No Gene
Sobic.010G128101,No Gene
Sobic.010G128200,No Gene
Sobic.010G128300,No Gene
Sobic.010G128350,No Gene
Sobic.010G128400,No Gene
Sobic.010G128500,No Gene
Sobic.010G128601,No Gene
Sobic.010G128700,Pavagv11026295m
Sobic.010G128800,Pavagv11026278m
Sobic.010G128900,No Gene
Sobic.010G129000,Pavagv11026275m
Sobic.010G129050,No Gene
Sobic.010G129100,No Gene
Sobic.010G129200,No Gene
Sobic.010G129300,No Gene
Sobic.010G129450,Pavagv11026271m
Sobic.010G129600,Pavagv11026269m
Sobic.010G129700,Pavagv11026268m
Sobic.010G129900,No Gene
Sobic.010G130000,Pavagv11026266m
Sobic.010G130100,No Gene
Sobic.010G130200,Pavagv11026264m
Sobic.010G130300,Pavagv11026258m
Sobic.010G130400,No Gene
Sobic.010G130500,No Gene
Sobic.010G130601,No Gene
Sobic.010G130700,No Gene
Sobic.010G130800,Pavagv11026256m
Sobic.010G130900,Pavagv11026253m
Sobic.010G131000,No Gene
Sobic.010G131101,No Gene
Sobic.010G131200,No Gene
Sobic.010G131300,Pavagv11026252m
Sobic.010G131400,Pavagv11026251m
Sobic.010G131500,Pavagv11026249m
Sobic.010G131600,Pavagv11026243m
Sobic.010G131700,Pavagv11026238m
Sobic.010G131900,Pavagv11026235m
Sobic.010G131950,Pavagv11026234m
Sobic.010G132000,Pavagv11026233m
Sobic.010G132100,Pavagv11026226m
Sobic.010G132200,Pavagv11026227m
Sobic.010G132300,Pavagv11026224m
Sobic.010G132400,Pavagv11026220m
Sobic.010G132500,Pavagv11026219m
Sobic.010G132550,No Gene
Sobic.010G132600,Pavagv11026217m
Sobic.010G132700,No Gene
Sobic.010G132800,No Gene
Sobic.010G132900,No Gene
Sobic.010G133000,Pavagv11026206m
Sobic.010G133100,No Gene
Sobic.010G133150,No Gene
Sobic.010G133200,No Gene
Sobic.010G133225,No Gene
Sobic.010G133250,No Gene
Sobic.010G133275,No Gene
Sobic.010G133300,Pavagv11026199m
Sobic.010G133400,Pavagv11026190m
Sobic.010G133450,No Gene
Sobic.010G133500,Pavagv11026188m
Sobic.010G133566,No Gene
Sobic.010G133632,No Gene
Sobic.010G133700,Pavagv11026181m
Sobic.010G133800,No Gene
Sobic.010G133866,No Gene
Sobic.010G133932,Pavagv11055634m
Sobic.010G134000,No Gene
Sobic.010G134100,Pavagv11055642m
Sobic.010G134200,No Gene
Sobic.010G134300,No Gene
Sobic.010G134400,Pavagv11055653m
Sobic.010G134500,No Gene
Sobic.010G134600,No Gene
Sobic.010G134650,No Gene
Sobic.010G134700,No Gene
Sobic.010G134801,No Gene
Sobic.010G134900,Pavagv11055655m
Sobic.010G135000,Pavagv11055663m
Sobic.010G135100,Pavagv11055675m
Sobic.010G135200,No Gene
Sobic.010G135250,No Gene
Sobic.010G135300,Pavagv11055680m
Sobic.010G135450,No Gene
Sobic.010G135600,Pavagv11026034m
Sobic.010G135700,No Gene
Sobic.010G135800,No Gene
Sobic.010G135900,No Gene
Sobic.010G136000,Pavagv11026050m
Sobic.010G136100,No Gene
Sobic.010G136200,Pavagv11026028m
Sobic.010G136250,No Gene
Sobic.010G136300,No Gene
Sobic.010G136400,No Gene
Sobic.010G136450,No Gene
Sobic.010G136500,Pavagv11026103m
Sobic.010G136601,No Gene
Sobic.010G136600,No Gene
Sobic.010G136700,No Gene
Sobic.010G136900,No Gene
Sobic.010G136950,No Gene
Sobic.010G137000,No Gene
Sobic.010G137100,No Gene
Sobic.010G137200,No Gene
Sobic.010G137300,Pavagv11026011m
Sobic.010G137333,No Gene
Sobic.010G137366,No Gene
Sobic.010G137400,No Gene
Sobic.010G137500,No Gene
Sobic.010G137600,No Gene
Sobic.010G137700,No Gene
Sobic.010G137800,No Gene
Sobic.010G138000,No Gene
Sobic.010G138200,No Gene
Sobic.010G138300,No Gene
Sobic.010G138350,No Gene
Sobic.010G138400,No Gene
Sobic.010G138500,No Gene
Sobic.010G138600,No Gene
Sobic.010G138700,No Gene
Sobic.010G138800,No Gene
Sobic.010G138850,No Gene
Sobic.010G138900,No Gene
Sobic.010G138950,No Gene
Sobic.010G139000,No Gene
Sobic.010G139100,Pavagv11026067m
Sobic.010G139200,No Gene
Sobic.010G139301,No Gene
Sobic.010G139400,Pavagv11026058m
Sobic.010G139500,Pavagv11026057m
Sobic.010G139550,No Gene
Sobic.010G139600,Pavagv11026002m
Sobic.010G140100,No Gene
Sobic.010G140150,No Gene
Sobic.010G140200,No Gene
Sobic.010G140300,No Gene
Sobic.010G140400,Pavagv11026131m
Sobic.010G140500,No Gene
Sobic.010G140525,No Gene
Sobic.010G140550,No Gene
Sobic.010G140575,No Gene
Sobic.010G140600,Pavagv11026113m
Sobic.010G140700,Pavagv11025993m
Sobic.010G140750,No Gene
Sobic.010G140800,No Gene
Sobic.010G141001,No Gene
Sobic.010G141201,No Gene
Sobic.010G141400,No Gene
Sobic.010G141433,No Gene
Sobic.010G141466,No Gene
Sobic.010G141500,Pavagv11026080m
Sobic.010G141600,Pavagv11026074m
Sobic.010G141700,No Gene
Sobic.010G141800,No Gene
Sobic.010G141966,No Gene
Sobic.010G142132,No Gene
Sobic.010G142300,No Gene
Sobic.010G142401,No Gene
Sobic.010G142501,No Gene
Sobic.010G142600,No Gene
Sobic.010G142650,No Gene
Sobic.010G142700,No Gene
Sobic.010G142900,No Gene
Sobic.010G143000,No Gene
Sobic.010G143100,No Gene
Sobic.010G143200,No Gene
Sobic.010G143300,No Gene
Sobic.010G143400,No Gene
Sobic.010G143500,No Gene
Sobic.010G143600,No Gene
Sobic.010G143633,No Gene
Sobic.010G143666,No Gene
Sobic.010G143800,No Gene
Sobic.010G143700,No Gene
Sobic.010G143900,No Gene
Sobic.010G144000,No Gene
Sobic.010G144050,No Gene
Sobic.010G144100,No Gene
Sobic.010G144250,No Gene
Sobic.010G144400,No Gene
Sobic.010G144450,No Gene
Sobic.010G144500,No Gene
Sobic.010G144600,No Gene
Sobic.010G144700,No Gene
Sobic.010G144800,No Gene
Sobic.010G144900,No Gene
Sobic.010G145000,No Gene
Sobic.010G145100,No Gene
Sobic.010G145200,No Gene
Sobic.010G145300,No Gene
Sobic.010G145500,No Gene
Sobic.010G145650,No Gene
Sobic.010G145800,No Gene
Sobic.010G145900,No Gene
Sobic.010G146000,Pavagv11025356m
Sobic.010G146100,Pavagv11025352m
Sobic.010G146200,No Gene
Sobic.010G146300,Pavagv11025349m
Sobic.010G146350,No Gene
Sobic.010G146400,Pavagv11025347m
Sobic.010G146500,Pavagv11025342m
Sobic.010G146600,Pavagv11025338m
Sobic.010G146700,Pavagv11025337m
Sobic.010G146800,No Gene
Sobic.010G146900,No Gene
Sobic.010G147000,Pavagv11025259m
Sobic.010G147100,Pavagv11025264m
Sobic.010G147200,Pavagv11025266m
Sobic.010G147250,No Gene
Sobic.010G147300,No Gene
Sobic.010G147350,No Gene
Sobic.010G147400,No Gene
Sobic.010G147500,Pavagv11025267m
Sobic.010G147600,Pavagv11025271m
Sobic.010G147700,No Gene
Sobic.010G147833,Pavagv11025279m
Sobic.010G147966,No Gene
Sobic.010G148100,Pavagv11025282m
Sobic.010G148200,No Gene
Sobic.010G148400,Pavagv11025285m
Sobic.010G148501,No Gene
Sobic.010G148600,Pavagv11025287m
Sobic.010G148700,No Gene
Sobic.010G148750,No Gene
Sobic.010G148800,Pavagv11025290m
Sobic.010G148866,No Gene
Sobic.010G148932,Pavagv11025297m
Sobic.010G149000,No Gene
Sobic.010G149200,Pavagv11025304m
Sobic.010G149300,Pavagv11025309m
Sobic.010G149500,Pavagv11025315m
Sobic.010G149600,Pavagv11025320m
Sobic.010G149700,Pavagv11025249m
Sobic.010G149800,No Gene
Sobic.010G149900,No Gene
Sobic.010G150000,No Gene
Sobic.010G150100,Pavagv11025244m
Sobic.010G150200,Pavagv11025243m
Sobic.010G150325,No Gene
Sobic.010G150450,No Gene
Sobic.010G150575,No Gene
Sobic.010G150600,No Gene
Sobic.010G150700,No Gene
Sobic.010G150701,No Gene
Sobic.010G150800,No Gene
Sobic.010G150900,Pavagv11025240m
Sobic.010G151000,Pavagv11025235m
Sobic.010G151050,No Gene
Sobic.010G151100,No Gene
Sobic.010G151200,No Gene
Sobic.010G151325,No Gene
Sobic.010G151450,No Gene
Sobic.010G151575,Pavagv11025234m
Sobic.010G151700,Pavagv11025233m
Sobic.010G151801,No Gene
Sobic.010G151900,No Gene
Sobic.010G152000,Pavagv11025231m
Sobic.010G152100,Pavagv11025230m
Sobic.010G152200,Pavagv11025223m
Sobic.010G152250,No Gene
Sobic.010G152300,No Gene
Sobic.010G152400,Pavagv11025221m
Sobic.010G152500,No Gene
Sobic.010G152600,No Gene
Sobic.010G152700,Pavagv11025219m
Sobic.010G152800,No Gene
Sobic.010G152850,No Gene
Sobic.010G152900,Pavagv11025215m
Sobic.010G153000,No Gene
Sobic.010G153100,No Gene
Sobic.010G153201,No Gene
Sobic.010G153300,Pavagv11025205m
Sobic.010G153400,Pavagv11025204m
Sobic.010G153466,No Gene
Sobic.010G153532,No Gene
Sobic.010G153600,Pavagv11025201m
Sobic.010G153700,Pavagv11025196m
Sobic.010G153800,No Gene
Sobic.010G153900,Pavagv11025193m
Sobic.010G154000,Pavagv11025192m
Sobic.010G154150,Pavagv11025191m
Sobic.010G154300,No Gene
Sobic.010G154400,No Gene
Sobic.010G154500,No Gene
Sobic.010G154600,No Gene
Sobic.010G154700,No Gene
Sobic.010G154801,No Gene
Sobic.010G154900,Pavagv11025185m
Sobic.010G155000,No Gene
Sobic.010G155100,Pavagv11025184m
Sobic.010G155200,No Gene
Sobic.010G155300,Pavagv11025182m
Sobic.010G155401,No Gene
Sobic.010G155500,Pavagv11025178m
Sobic.010G155600,Pavagv11025176m
Sobic.010G155701,No Gene
Sobic.010G155800,Pavagv11025171m
Sobic.010G155901,No Gene
Sobic.010G156000,Pavagv11025170m
Sobic.010G156100,Pavagv11025169m
Sobic.010G156200,No Gene
Sobic.010G156300,No Gene
Sobic.010G156400,Pavagv11025166m
Sobic.010G156500,Pavagv11025161m
Sobic.010G156601,Pavagv11025154m
Sobic.010G156700,Pavagv11025152m
Sobic.010G156800,Pavagv11025151m
Sobic.010G157000,No Gene
Sobic.010G157100,Pavagv11025149m
Sobic.010G157200,No Gene
Sobic.010G157300,Pavagv11025146m
Sobic.010G157400,No Gene
Sobic.010G157500,Pavagv11025144m
Sobic.010G157600,No Gene
Sobic.010G157700,No Gene
Sobic.010G157800,No Gene
Sobic.010G157900,No Gene
Sobic.010G158000,No Gene
Sobic.010G158050,No Gene
Sobic.010G158100,Pavagv11025138m
Sobic.010G158200,No Gene
Sobic.010G158300,Pavagv11025135m
Sobic.010G158400,Pavagv11025130m
Sobic.010G158500,Pavagv11025127m
Sobic.010G158601,No Gene
Sobic.010G158700,Pavagv11025123m
Sobic.010G158766,Pavagv11025120m
Sobic.010G158832,Pavagv11025119m
Sobic.010G158900,No Gene
Sobic.010G159000,Pavagv11025115m
Sobic.010G159100,Pavagv11025112m
Sobic.010G159200,No Gene
Sobic.010G159300,No Gene
Sobic.010G159400,Pavagv11025111m
Sobic.010G159500,Pavagv11025110m
Sobic.010G159600,No Gene
Sobic.010G159700,No Gene
Sobic.010G159800,No Gene
Sobic.010G159900,No Gene
Sobic.010G160000,No Gene
Sobic.010G160033,No Gene
Sobic.010G160066,No Gene
Sobic.010G160100,No Gene
Sobic.010G160200,Pavagv11025109m
Sobic.010G160300,Pavagv11025104m
Sobic.010G160400,Pavagv11025092m
Sobic.010G160500,No Gene
Sobic.010G160600,Pavagv11025100m
Sobic.010G160700,Pavagv11025062m
Sobic.010G160800,No Gene
Sobic.010G160850,No Gene
Sobic.010G160900,Pavagv11025061m
Sobic.010G161000,Pavagv11025083m
Sobic.010G161050,No Gene
Sobic.010G161100,No Gene
Sobic.010G161201,No Gene
Sobic.010G161300,Pavagv11025082m
Sobic.010G161400,Pavagv11025081m
Sobic.010G161450,Pavagv11025080m
Sobic.010G161525,Pavagv11025055m
Sobic.010G161600,Pavagv11025053m
Sobic.010G161700,No Gene
Sobic.010G161800,Pavagv11025050m
Sobic.010G161900,Pavagv11025051m
Sobic.010G162000,No Gene
Sobic.010G162101,No Gene
Sobic.010G162200,Pavagv11025046m
Sobic.010G162300,Pavagv11025048m
Sobic.010G162400,Pavagv11025045m
Sobic.010G162500,Pavagv11025044m
Sobic.010G162700,Pavagv11025043m
Sobic.010G162800,Pavagv11025042m
Sobic.010G162900,Pavagv11025041m
Sobic.010G163000,No Gene
Sobic.010G163100,Pavagv11025037m
Sobic.010G163150,Pavagv11025034m
Sobic.010G163200,No Gene
Sobic.010G163400,No Gene
Sobic.010G163600,Pavagv11025025m
Sobic.010G163666,No Gene
Sobic.010G163732,Pavagv11025022m
Sobic.010G163800,Pavagv11025021m
Sobic.010G163900,Pavagv11025018m
Sobic.010G164000,Pavagv11025017m
Sobic.010G164100,Pavagv11025013m
Sobic.010G164150,No Gene
Sobic.010G164200,Pavagv11025008m
Sobic.010G164300,No Gene
Sobic.010G164350,No Gene
Sobic.010G164400,Pavagv11025000m
Sobic.010G164500,Pavagv11024993m
Sobic.010G164600,No Gene
Sobic.010G164800,Pavagv11024991m
Sobic.010G164900,Pavagv11024987m
Sobic.010G165000,Pavagv11024985m
Sobic.010G165100,Pavagv11024983m
Sobic.010G165200,Pavagv11024980m
Sobic.010G165300,Pavagv11024974m
Sobic.010G165400,No Gene
Sobic.010G165500,Pavagv11024971m
Sobic.010G165700,No Gene
Sobic.010G165800,No Gene
Sobic.010G165900,No Gene
Sobic.010G165925,No Gene
Sobic.010G165950,No Gene
Sobic.010G165975,No Gene
Sobic.010G166000,No Gene
Sobic.010G166100,Pavagv11024966m
Sobic.010G166201,No Gene
Sobic.010G166300,No Gene
Sobic.010G166400,Pavagv11024948m
Sobic.010G166500,Pavagv11024946m
Sobic.010G166600,No Gene
Sobic.010G166700,No Gene
Sobic.010G166800,Pavagv11024944m
Sobic.010G166850,No Gene
Sobic.010G166900,No Gene
Sobic.010G166950,No Gene
Sobic.010G167000,No Gene
Sobic.010G167100,No Gene
Sobic.010G167200,No Gene
Sobic.010G167266,No Gene
Sobic.010G167332,No Gene
Sobic.010G167400,No Gene
Sobic.010G167500,Pavagv11024939m
Sobic.010G167601,No Gene
Sobic.010G167700,Pavagv11024935m
Sobic.010G167800,Pavagv11024932m
Sobic.010G167900,Pavagv11024929m
Sobic.010G168000,No Gene
Sobic.010G168100,Pavagv11024926m
Sobic.010G168200,Pavagv11024925m
Sobic.010G168301,No Gene
Sobic.010G168400,Pavagv11024921m
Sobic.010G168500,Pavagv11024915m
Sobic.010G168600,Pavagv11024913m
Sobic.010G168700,Pavagv11024912m
Sobic.010G168800,Pavagv11024911m
Sobic.010G168900,Pavagv11024910m
Sobic.010G169000,Pavagv11024908m
Sobic.010G169100,Pavagv11024906m
Sobic.010G169200,Pavagv11024901m
Sobic.010G169250,No Gene
Sobic.010G169300,Pavagv11024898m
Sobic.010G169500,No Gene
Sobic.010G169600,Pavagv11024866m
Sobic.010G169700,Pavagv11024862m
Sobic.010G169900,Pavagv11024855m
Sobic.010G169950,No Gene
Sobic.010G170000,Pavagv11024852m
Sobic.010G170150,No Gene
Sobic.010G170300,No Gene
Sobic.010G170400,Pavagv11024844m
Sobic.010G170500,No Gene
Sobic.010G170550,No Gene
Sobic.010G170600,Pavagv11024842m
Sobic.010G170700,No Gene
Sobic.010G170800,No Gene
Sobic.010G170900,Pavagv11024841m
Sobic.010G171000,Pavagv11024839m
Sobic.010G171100,Pavagv11024838m
Sobic.010G171200,No Gene
Sobic.010G171300,Pavagv11024837m
Sobic.010G171400,Pavagv11024835m
Sobic.010G171501,Pavagv11024833m
Sobic.010G171600,Pavagv11024831m
Sobic.010G171800,Pavagv11024827m
Sobic.010G171900,Pavagv11024826m
Sobic.010G172000,No Gene
Sobic.010G172100,No Gene
Sobic.010G172200,No Gene
Sobic.010G172300,No Gene
Sobic.010G172400,Pavagv11024821m
Sobic.010G172500,Pavagv11024820m
Sobic.010G172600,Pavagv11024819m
Sobic.010G172633,No Gene
Sobic.010G172666,No Gene
Sobic.010G172700,Pavagv11024817m
Sobic.010G172800,Pavagv11024813m
Sobic.010G172900,Pavagv11024811m
Sobic.010G173000,No Gene
Sobic.010G173100,Pavagv11024805m
Sobic.010G173201,No Gene
Sobic.010G173300,No Gene
Sobic.010G173400,Pavagv11024804m
Sobic.010G173550,No Gene
Sobic.010G173500,No Gene
Sobic.010G173600,Pavagv11024803m
Sobic.010G173700,Pavagv11024800m
Sobic.010G173800,Pavagv11024798m
Sobic.010G173900,Pavagv11024796m
Sobic.010G174000,Pavagv11024795m
Sobic.010G174100,Pavagv11024794m
Sobic.010G174300,No Gene
Sobic.010G174400,Pavagv11024792m
Sobic.010G174500,Pavagv11024788m
Sobic.010G174550,No Gene
Sobic.010G174600,No Gene
Sobic.010G174700,Pavagv11024786m
Sobic.010G174800,Pavagv11024784m
Sobic.010G174900,Pavagv11024783m
Sobic.010G175100,No Gene
Sobic.010G175000,Pavagv11024780m
Sobic.010G175200,Pavagv11024779m
Sobic.010G175350,Pavagv11024772m
Sobic.010G175500,Pavagv11021801m
Sobic.010G175400,No Gene
Sobic.010G175550,No Gene
Sobic.010G175700,No Gene
Sobic.010G175800,Pavagv11024758m
Sobic.010G175900,Pavagv11024750m
Sobic.010G176000,No Gene
Sobic.010G176101,No Gene
Sobic.010G176200,Pavagv11024744m
Sobic.010G176300,Pavagv11024742m
Sobic.010G176400,Pavagv11024740m
Sobic.010G176500,Pavagv11024739m
Sobic.010G176550,No Gene
Sobic.010G176600,No Gene
Sobic.010G176700,Pavagv11024735m
Sobic.010G176800,Pavagv11024732m
Sobic.010G176900,Pavagv11024729m
Sobic.010G177000,No Gene
Sobic.010G177100,Pavagv11024727m
Sobic.010G177200,No Gene
Sobic.010G177300,Pavagv11024726m
Sobic.010G177400,Pavagv11024722m
Sobic.010G177500,Pavagv11024721m
Sobic.010G177600,Pavagv11024720m
Sobic.010G177800,Pavagv11024708m
Sobic.010G177900,No Gene
Sobic.010G178000,No Gene
Sobic.010G178050,No Gene
Sobic.010G178100,Pavagv11024704m
Sobic.010G178200,Pavagv11024703m
Sobic.010G178300,Pavagv11024710m
Sobic.010G178401,No Gene
Sobic.010G178500,Pavagv11024693m
Sobic.010G178600,Pavagv11024691m
Sobic.010G178700,Pavagv11024689m
Sobic.010G178800,Pavagv11024686m
Sobic.010G178900,No Gene
Sobic.010G179000,Pavagv11024684m
Sobic.010G179150,Pavagv11024682m
Sobic.010G179300,No Gene
Sobic.010G179400,No Gene
Sobic.010G179500,No Gene
Sobic.010G179600,No Gene
Sobic.010G179700,Pavagv11024674m
Sobic.010G179750,No Gene
Sobic.010G179800,Pavagv11024672m
Sobic.010G179850,No Gene
Sobic.010G179900,Pavagv11024670m
Sobic.010G180000,No Gene
Sobic.010G180100,Pavagv11024668m
Sobic.010G180200,No Gene
Sobic.010G180300,No Gene
Sobic.010G180350,No Gene
Sobic.010G180400,Pavagv11024664m
Sobic.010G180500,No Gene
Sobic.010G180550,No Gene
Sobic.010G180600,Pavagv11024659m
Sobic.010G180700,Pavagv11024658m
Sobic.010G180800,Pavagv11024656m
Sobic.010G180750,No Gene
Sobic.010G181000,Pavagv11024655m
Sobic.010G181100,Pavagv11024654m
Sobic.010G181150,No Gene
Sobic.010G181200,Pavagv11024653m
Sobic.010G181300,Pavagv11024649m
Sobic.010G181500,Pavagv11024646m
Sobic.010G181600,Pavagv11024645m
Sobic.010G181701,No Gene
Sobic.010G181800,No Gene
Sobic.010G181900,No Gene
Sobic.010G182000,No Gene
Sobic.010G182100,No Gene
Sobic.010G182200,No Gene
Sobic.010G182300,No Gene
Sobic.010G182500,No Gene
Sobic.010G182600,No Gene
Sobic.010G182700,No Gene
Sobic.010G182800,No Gene
Sobic.010G182900,No Gene
Sobic.010G182966,Pavagv11024641m
Sobic.010G183032,No Gene
Sobic.010G183100,Pavagv11024640m
Sobic.010G183201,Pavagv11024639m
Sobic.010G183300,No Gene
Sobic.010G183350,No Gene
Sobic.010G183400,Pavagv11024633m
Sobic.010G183500,Pavagv11024632m
Sobic.010G183600,Pavagv11024628m
Sobic.010G183700,Pavagv11024627m
Sobic.010G183800,Pavagv11024624m
Sobic.010G183900,No Gene
Sobic.010G184000,Pavagv11024622m
Sobic.010G184100,Pavagv11024620m
Sobic.010G184201,No Gene
Sobic.010G184300,Pavagv11024618m
Sobic.010G184400,Pavagv11024617m
Sobic.010G184500,Pavagv11024616m
Sobic.010G184600,Pavagv11024615m
Sobic.010G184800,Pavagv11024614m
Sobic.010G184900,No Gene
Sobic.010G185000,Pavagv11024611m
Sobic.010G185100,Pavagv11024605m
Sobic.010G185200,Pavagv11024595m
Sobic.010G185250,No Gene
Sobic.010G185300,Pavagv11024593m
Sobic.010G185350,No Gene
Sobic.010G185400,No Gene
Sobic.010G185500,No Gene
Sobic.010G185600,Pavagv11024584m
Sobic.010G185700,Pavagv11024582m
Sobic.010G185800,Pavagv11024581m
Sobic.010G185850,No Gene
